RecipeId,Name,AuthorId,AuthorName,CookTime,PrepTime,TotalTime,DatePublished,Description,Images,RecipeCategory,Keywords,RecipeIngredientQuantities,RecipeIngredientParts,AggregatedRating,ReviewCount,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings,RecipeYield,RecipeInstructions
434,Cherry-Pistachio Biscotti,1545,Nancy Van Ess,,1H35M,1H35M,1999-08-15T07:31:00Z,Make and share this Cherry-Pistachio Biscotti recipe from Food.com.,,Dessert,"Cookie & Brownie, Fruit, European, Weeknight, Oven, < 4 Hours","2, 1, 2, 1, 1/4, 3/4, 3, 1 1/4","flour, sugar, lime peel, baking powder, butter, dried tart cherry, eggs, pistachio nuts",4,2,40.4,1.6,0.5,9.5,11.4,5.6,0.3,2.8,1,,80 biscotti,"Oven to 350 degrees., Lightly grease a large cookie sheet. In a food processor,  process flour, sugar, lime peel and baking powder until blended., Add butter and  cherries., Pulse until cherries are coarsely chopped., Spoon off and reserve 1  tablespoon of beaten eggs., Add remaining eggs and pistachios and pulse until  dough is evenly moistened., Turn dough out onto on a well-floured surface.(Dough  will be sticky. Divide dough in 1/4s., With hands, roll each portion into a 9\  log., 
Place logs crosswise 3\ apart on prepared baking sheet. Press logs to  flatten to 2\ wide. Brush with reserved egg., Bake 25 min.  or until golden brown., Let cool on sheet on a wire rack 10 min., Loosen with a spatula and remove to a  cutting board., Let cool 10 min.  longer., Using a large heavy knife, cut each log  diagonally in 1/2\ thick slices., Arrange slices upright on clean cookie sheet  (no need to grease sheet. Bake 14-16 min., longer until crisp., Remove to wire  rack to cool (cookies will get even more crisp.   - - - - - - - - - - - - - - - - - -
"
435,Orange Hazelnut Biscotti,1545,Nancy Van Ess,,1H30M,1H30M,1999-08-15T07:31:00Z,Make and share this Orange Hazelnut Biscotti recipe from Food.com.,,Dessert,"Cookie & Brownie, Fruit, Nuts, Weeknight, For Large Groups, Oven, < 4 Hours","2 1/2, 1, 1/2, 1/2, 2, 1, 3, 2, 1, 1, 3, 1","flour, baking powder, baking soda, salt, olive oil, eggs, sugar, toasted hazelnuts, bittersweet chocolate, shortening",4.5,2,91.3,3.8,0.5,11.8,64,13,0.6,5.9,1.8,36,,"Oven to 350 degrees., Lightly grease baking sheets., Combine flour, baking powder, baking soda and salt in a bowl., Beat oil, orange peel, orange juice, eggs and  sugar in large bowl until smooth., On low speed, beat flour mixture into orange  mixture. Add hazelnuts., Divide dough in half; shape each half into 10x1 1/2\ log on floured work surface. Place logs on prepared sheets., Bake for about 30 min., Cool on baking sheets on racks for 10 min., Slice diagonally into 1/2\ thick  slices., 
Lay slices back on baking sheets., Bake 10 min., Remove baking sheets from oven; turn biscotti over., Bake another 10 min., remove biscotti from baking  sheets to wire racks to cool., Chocolate Glaze: Combine chocolate and vegetable  shortening in small saucepan., Melt over low heat, stirring frequently, until  smooth., Cool slightly., Dip cooled biscotti into chocolate mixture. Cool on wire  rack."
436,Alaskan Blueberry Pie,1545,Nancy Van Ess,,15M,15M,1999-09-03T19:22:00Z,Make and share this Alaskan Blueberry Pie recipe from Food.com.,,Pie,"Dessert, Berries, Fruit, Low Protein, < 15 Mins, Stove Top, Easy","1, 2 1/2, 2/3, 1/2, 1, 1, 1, 2, 1","sugar, cornstarch, water, blueberries, butter, lemon juice, lemon, rind of, blueberries",5,6,259.5,9.1,2.8,3.8,131.1,44.4,2,29.6,1.8,8,,"Cook the first seven ingredients until very thick., Fold in the 2 cups fresh or frozen blueberries and pour into a baked pie shell., Let pie cool and top with whipped cream."
437,Calzones II,102135,icetea,10M,15M,25M,1999-08-17T06:04:00Z,Make and share this Calzones II recipe from Food.com.,,European,"High In..., < 30 Mins, Oven, Easy","1, 4, 4, 2, 4","part-skim ricotta cheese, mozzarella cheese, ham, ham, oregano leaves",5,1,289.5,14.5,7.7,56.2,876,17.9,0.4,0.5,21.5,4,,"Preheat oven to 400F and spray baking sheet with cooking spray., In bowl combine first four ingredients; set aside., Roll  each biscuit between 2 sheets of floured wax paper, forming  four 6-inch circles., Spoon 1/4 of cheese mixture onto center of  each., Moisten edges of dough slightly, then fold each circle in half over the cheese filling (the edges can be attractively crimped with the times of a fork., Bake ten minutes or until golden brown."
441,Tamarillo Steak Casserole,1543,Doreen Randal,2H30M,10M,2H40M,1999-08-30T14:19:00Z,Make and share this Tamarillo Steak Casserole recipe from Food.com.,,New Zealand,"Weeknight, Oven, < 4 Hours","700, NA, NA, 2, 4, 3, 3, 1","flour, bacon, tamarillos, onions, potatoes, butter",5,1,198.1,9.3,3.8,45.5,75.4,12.1,1.6,1.6,16,12,1 casserole,"Toss cubes of steak in a mixture of flour and salt and pepper., Place in a casserole and cover with the bacon., Cover with a layer of tamarillos, a layer of onions, then a layer of potatoes., Cover tightly and bake at 180 degrees Celsius (350 degrees Fahrenheit for 2 hours., About 30 minutes before the end of cooking remove the lid and dot the potatoes with butter."
442,Fha Chicken Chilies Casserole,55166,peppermintkitty,2H,35M,2H35M,1999-08-26T03:56:00Z,Make and share this Fha Chicken Chilies Casserole recipe from Food.com.,,Poultry,"Meat, Weeknight, Oven, < 4 Hours","6, 10 3/4, 10 3/4, NA, 12, 1, 1","chicken breasts, milk, tortillas, green chilies, cheddar cheese",,,1078.3,54.6,23.7,177.8,2165.2,81.7,4.9,5.5,62.5,6,,"Bake chicken, wrapped in foil, at 400 degrees Fahrenheit for 1 hour., Cut into bite sized  pieces., Blend cream of celery soup, cream of mushroom soup and milk in a bowl., Layer 1/3 of the soup mixture, half the tortillas, chicken, onion, green chilies and cheese in a 9 x l3-inch baking dish., Repeat with half the remaining soup mixture, remaining tortillas, chicken,  onion, green chilies, remaining soup mixture and cheese., Bake at 350 degrees Fahrenheit for  1 hour."
443,Apricot Chicken Casserole,1543,Doreen Randal,55M,15M,1H10M,1999-08-30T14:19:00Z,Make and share this Apricot Chicken Casserole recipe from Food.com.,,Chicken Thigh & Leg,"Chicken, Poultry, Meat, Weeknight, Oven, < 4 Hours","12, 1, 2, 1, 2, NA, NA","chicken drumsticks, cornflour, ground ginger, apricot puree, chives",,,298.9,13,3.5,118.3,880.9,14.3,1.9,5.5,29.8,6,,"Place chicken drumsticks in a casserole dish., Mix onion soup mix, cornflour and ginger into the apricot puree., Season with salt and pepper., Pour over the chicken., Cover and bake at 180 degrees Celsius (350 degrees Fahrenheit for 50 to- 55 minutes or until chicken is cooked., To serve, sprinkle with chopped chives."
444,Luscious Applesauce Bars,125579,GrandmaIsCooking,31M,1H15M,1H46M,1999-09-10T04:30:00Z,Make and share this Luscious Applesauce Bars recipe from Food.com.,,Bar Cookie,"Dessert, Cookie & Brownie, Weeknight, Oven, < 4 Hours","1, 1/2, 1, 1, 1 1/2, 1, 1, 1/4, 1/4, 1, 2, 2, 1/4, 1","brown sugar, butter, unsweetened applesauce, egg, flour, baking soda, cinnamon, salt, ground cloves, ground nutmeg, butter, brown sugar, powdered sugar",4,2,122.7,5.1,3.1,21.5,118.6,18.5,0.4,11.2,1.1,,24-36 bars,"Preheat oven to 350 degrees Fahrenheit., Grease and flour a 13x9-inch pan., In a large bowl, cream brown sugar and butter until light and fluffy., Add applesauce and egg; blend well., Stir in flour, baking soda, cinnamon, salt, cloves and  nutmeg until well mixed., Stir in cereal., Spread mixture into prepared pan., Bake for 25 to 30 minutes or until toothpick inserted in center comes out  clean., Prepare glaze:, Melt butter over low heat and stir in brown sugar., Cook about 1  minute or until mixture bubbles, stirring constantly., 
Remove from heat and stir in powdered sugar., While glaze is still hot, drizzle it over warm bars., Cool completely; cut into squares."
445,Remarkable Rhubarb Bites,1533,Dancer,45M,30M,1H15M,1999-09-10T04:30:00Z,Make and share this Remarkable Rhubarb Bites recipe from Food.com.,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/44/5/OQS3z1T4eIxJX5UeEtJg_0S9A5287.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/44/5/zNJxeF3OSnqRShtWpnI7_0S9A5260.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/44/5/r2xRIxJtRYOLYTkOtfBB_0S9A5298.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/44/5/picrM2xsD.jpg
",Bar Cookie,"Dessert, Lunch/Snacks, Cookie & Brownie, Fruit, Summer, Weeknight, For Large Groups, Oven, < 4 Hours, Easy","2, 1, 1/2, 1, 1, 1, 1/4, 1, 2, 1/2, NA","rhubarb, sugar, shortening, brown sugar, egg, baking soda, salt, cinnamon, flour, vanilla, confectioners' sugar",5,32,148.4,4.6,1.1,7.8,82.9,25.9,0.5,17.4,1.4,24,,"Preheat oven to 350°F., Mix together rhubarb and 1/2 cup sugar., Set aside.  Cream shortening, remaining 1/2 cup sugar and brown sugar., Add egg and then  stir in baking soda, salt, cinnamon and flour., Stir in vanilla, then rhubarb  mixture. Place batter in a greased and floured 13x9\ baking pan and bake for  40-45 minutes., Let cool, sprinkle with confectioners' sugar and cut into 2\ squares., Nancy {:-."
446,English Sherry Trifle,39547,Julesong,45M,55M,1H40M,1999-08-16T05:04:00Z,"This layered dessert is best presented in a clear glass bowl. It looks very  elegant but is so easy to prepare.  (An adopted recipe.  I have not prepared this particular version, myself, but I do love trifle.",,Dessert,"European, Weeknight, < 4 Hours","2, 1 -2, 2, 2, 2, 1, 5, 1, 1, 1, 2, 1","sherry wine, bananas, fresh strawberries, frozen strawberries, eggs, lemon juice, sugar, flour, butter, salt",,,5527.5,238.5,136.2,2108.3,3757.8,744.8,22.4,481.2,85.6,1,,"Spoon approximately 1/3 of whipping cream into bottom of glass serving bowl., Next, a layer of 1 cup fruit cocktail, a layer of banana, a layer of 1 cup  puried strawberries, and finally half of the sponge cubes., Pour 1 cup of Sherry over cake cubes., Put 1/3 whipping cream on top, and repeat with alternate layers  of fruit cocktail, banana, strawberry, and cubes with Sherry., Top with remaining whipped cream, and whole berries for garnish., Sponge Cake:  beat egg yolks and lemon juice until pale, add 3/4 cup sugar and beat well., 
In a separate bowl, beat egg whites, add salt, and 1/4 cup sugar beating until stiff., Stir 1/4 of the whites into yolk mixture.  Spoon the rest carefully into yolk., Sift flour on top, fold in melted butter until blended., Preheat oven to 350 degrees F., Pour batter into tube pan, bake 45 minutes (or until toothpick comes out clean.  Invert and cool."
447,M&amp;m Super Snack Bars,60989,Bekah,1H15M,40M,1H55M,1999-09-10T04:23:00Z,Make and share this M&amp;m Super Snack Bars recipe from Food.com.,,Bar Cookie,"Dessert, Lunch/Snacks, Cookie & Brownie, Kid Friendly, Weeknight, For Large Groups, Oven, < 4 Hours","3/4, 3/4, 3/4, 1, 2, 2, 1, 1, 2/3, 3/4, 1, 1/2, 1/2, 1/3","granulated sugar, brown sugar, margarine, butter, vanilla, eggs, all-purpose flour, pecans, quick-cooking oats, baking soda, baking powder, salt",,,143,7.2,1.2,11.6,143.7,18.3,0.8,10,1.9,32,,"Heat oven to 350 degrees Fahrenheit., Mix granulated sugar, brown sugar, margarine, vanilla and eggs in large bowl until well blended., Stir in flour, corn flakes, 3/4 cup of the pecans, 2/3 cup M&M candies, oats, baking soda, baking powder and salt., Spread mixture in an ungreased 13x9x2 inch rectangular pan., Sprinkle remaining pecans and 1/3 cup M&M candies., Bake until golden brown 35 to 40 minutes; cool., Cut into 2\ x 1-1/4 inch bars., High Altitude Directions (3500 to 6500 feet:, 
Heat oven to 375 degrees Fahrenheit., Decrease granulated sugar to 2/3 cup and brown sugar to 2/3 cup., Bake 30 to 35 minutes."
448,Spice Scones,34879,Barefoot Beachcomber,6M,45M,51M,1999-09-10T04:23:00Z,Make and share this Spice Scones recipe from Food.com.,,Scones,"Quick Breads, Breads, Low Protein, < 60 Mins, For Large Groups, Oven","3/4, 1 1/2, 1 1/2, 6, 1/2, 1/4, 1","all-purpose flour, ginger, nutmeg, vegetable shortening, light brown sugar, molasses, brandy",,,23.6,1.3,0.4,0,1.3,2.9,0,2.6,0,60,,"Preheat oven to 350 degrees Fahrenheit., Combine the flour, ginger, and nutmeg., In a large mixing  bowl, cream vegetable shortening and brown sugar., Beat in the molasses and brandy., Gradually blend in the dry ingredients., Drop the dough by spoonfuls 2-1/2 inches apart onto ungreased cookie sheets., Bake 5 to 6 minutes until golden brown., As  soon as the cookies are cool enough to handle, remove them from the baking sheet and roll up around metal cone shapes., Place seam side down on wire racks to cool., 
Nancy {:-."
449,Fruit Loop Cookies and Orange Icing,37036,Kim D.,,55M,55M,1999-09-10T04:23:00Z,I adopted this recipe from Recipezaar in February 2005.  I made several changes based on the review posted by Jenna Marie.  I'm really happy with the changes I've made to the recipe.  These cookies are great with or without icing and would be perfect for a child's party.,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/44/9/picpvZ7hx.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/44/9/picEcVRgo.jpg",Dessert,"Cookie & Brownie, < 60 Mins, For Large Groups, Oven","1/2, 1/2, 1/2, 1/2, 2, 1, 1, 1, 1, 1, NA","butter, shortening, sugar, brown sugar, eggs, all-purpose flour, confectioners' sugar",,1,103.5,5.7,2.4,18.5,27.5,12.5,0.1,9.4,0.8,36,,"Preheat oven to 375°F., Cream together butter, shortening, sugar and brown sugar., Add eggs one at a time, beating well after each addition., Add flour, baking powder, baking soda, salt, and orange extract; mix well., Stir in Fruit Loops., Drop by level tablespoonfuls onto a baking sheet or baking stone., Bake for 10-12 minutes, until light golden brown., Remove baking sheet from oven and allow cookie to cool on baking sheet for about 5 minutes before moving them to a wire rack to cool completely., 
For orange icing, combine confectioners' sugar and orange juice together in a small bowl, mixing until smooth., Ice cookies and garnish with additional Fruit Loops."
450,Gado Gado: Indonesian Salad,1603,Carol H,5M,40M,45M,1999-09-08T09:55:00Z,Make and share this Gado Gado: Indonesian Salad recipe from Food.com.,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/45/0/picO08cop.jpg",Indonesian,"Asian, Low Protein, Low Cholesterol, Healthy, < 60 Mins","8, 1, 4, 3 1/2, 3, 2, 3, 1/2, 1 2/3","water, salt, green cabbage, Chinese cabbage, bean sprouts, green beans, potatoes, eggs, English cucumber",5,3,139.6,2.7,0.9,93,452.4,23.3,5.3,6.7,8.1,6,,"Bring the water to a boil; add salt, cabbage, bean sprouts, and green beans., Boil vegetables for 5 minutes; drain., Boil potatoes in a separate pot until tender then peel them., Cut potatoes, eggs and cucumber into slices., Heat peanut sauce on low heat., Arrange the green vegetables on a very large platter., Cover them with the sliced potatoes, eggs and cucumbers., Pour the peanut sauce over the entire platter and serve., Serving Ideas : Serve with white rice and a meat dish., 
NOTES : The peanut sauce may be made by hand or bought., We put the Gado Gado in a large casserole dish."
451,Greek Lemon Potatoes,1609,Barbara Heller,1H15M,30M,1H45M,1999-08-23T21:00:00Z,Make and share this Greek Lemon Potatoes recipe from Food.com.,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/45/1/picN3rEbF.jpg",Potato,"Vegetable, Greek, European, Free Of..., Weeknight, Oven, < 4 Hours","1, 2, 1, 4, 6, 4, 2, 1, 1/2, 1, NA, 2","potato, olive oil, lemon, water, garlic, bay leaves, rosemary sprigs, fresh thyme, dried oregano, sugar, parsley",5,15,176.3,4.7,0.7,0,11.8,31.2,4.1,1.6,3.7,6,,"Preheat the oven to 200C/400F/Gas 6., Cut the potatoes into bite sized  chunks and put them in a large ovenproof dish., Add the olive oil, lemon  rind and juice, water, garlic, bay leaves, rosemary, thyme, oregano,  sugar, salt and pepper., Stir well., Bake the potatoes for 1-1 1/4 hours or  until they are cooked through and crispy., Stir every now and then during  cooking to coat with the herby oil., Finally sprinkle with the chopped  parsley."
452,Pastitsio,1609,Barbara Heller,1H25M,1H10M,2H35M,1999-08-23T21:00:00Z,Make and share this Pastitsio recipe from Food.com.,,Greek,"European, Weeknight, Oven, < 4 Hours","1/2, 1/4, 8, NA, 4, NA, 4 -6, 8, 1, NA, 1, NA, 1 1/2, 1/4, 2, 1/2, 3/4, 1 1/2, 1/2","butter, nutmeg, flour, salt, milk, white pepper, macaroni, butter, salt, onion, pepper, ground beef, cinnamon, tomato paste, red wine, parmesan cheese, nutmeg",4.5,3,604.4,34.6,17.9,196,330.9,41.3,2,2.7,27,8,,"Preheat oven to 350°F., Melt 1 oz of butter in large skillet and saute onion til soft and transparent. Add the meat, cook until browned., Mix tomato paste with wine and add to meat. Continue cooking, adding nutmeg, salt, pepper, and cinnamon., Cook about 15 minutes, take off heat, cool and mix in half the breadcrumbs and half the grated cheese. Set aside. Do not allow meat to \bulk\, keep it separated., Cook the macaroni in boiling water with oil til soft. Drain and set aside. Make crema: melt butter, add flour, cook briefly stirring constantly., 
Gradually add milk stirring constantly until it starts to boil and thickens   slightly., Add seasonings., In a separate bowl, beat eggs., Add about 1 cup of   the hot sauce to the eggs, stirring constantly., Add the egg mixture back into   the saucepan, stirring constantly., Stir in 1/4 cup cheese. To Assemble: Grease a baking dish (LIKE A LASAGNA PAN and sprinkle it with breadcrumbs., Spread half the cooked pasta over the bottom of the dish and sprinkle it with 1/4 cup reserved cheese. Spread all of the meat over the pasta., 
Pour half the sauce over the meat and spread the rest of the pasta over it. Sprinkle it with 2 tablespoons of cheese., Pour the rest of the sauce on top and smooth with a spatula., Sprinkle with the rest of the cheese and breadcrumbs and bake in the preheated oven 50-60 minutes., Let stand 10 minutes before cutting into squares."
454,Summer Corn and Tomato Pasta,1556,Strawberry Girl,23M,20M,43M,1999-08-19T05:23:00Z,Make and share this Summer Corn and Tomato Pasta recipe from Food.com.,,Corn,"Vegetable, Low Cholesterol, Healthy, Summer, < 60 Mins","2, 5, 1, 1/2, 1, 1, 1, 4, 1, 1, 8, 1","fresh corn kernels, frozen corn kernels, tomatoes, black beans, fresh coriander, basil, extra virgin olive oil, garlic clove, green onions, salt, pepper, penne, feta cheese",4.5,3,324.6,9.4,4.4,22.2,682.9,52.1,9.3,7.1,11.7,6,10 side dish servings,"In large bowl, stir together corn, tomatoes, beans, coriander, olive oil, garlic, jalapeno, green onions, salt and pepper., Let stand at room temperature for 15 minutes or for up to 2 hours., In large pot of boiling water, cook pasta for 8 minutes or until tender but firm; drain and return to pot., Add tomato mixture; stir over medium heat just until heated through., Serve sprinkled with feta., Make ahead:, To serve cold, rinse hot pasta  under cold water and add to tomato mixture; cover and refrigerate for up to 1  day.
"
456,Lentil Dal,1556,Strawberry Girl,38M,5M,43M,1999-08-19T05:23:00Z,Make and share this Lentil Dal recipe from Food.com.,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/45/6/HxmFGfnR2Oa4xFPowyNB_IMG_20170410_134917.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/45/6/01490295238.jpeg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/45/6/picXEjtMG.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/45/6/pic6lzdKn.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/45/6/456.jpeg
",Lentil,"Cauliflower, Beans, Vegetable, Asian, Indian, Low Cholesterol, Healthy, Free Of..., < 60 Mins","1, 1, 1, 1, 1, 1/2, 4, 2, 2, 2 1/2, 1, 2, 1, 3/4, 6","olive oil, onion, fresh ginger, cumin seed, turmeric, garlic cloves, cauliflower florets, tomatoes, water, dried lentils, fresh lime juice, fresh cilantro, salt, cooked basmati rice, long grain rice",4.5,46,376.4,3.4,0.6,0,313.3,72,12.5,4.3,14.3,6,,"Heat olive oil in large saucepan over medium-high heat., Add onion, ginger, cumin, turmeric, red peppers, and garlic., Saute 2 minutes., Add cauliflower and tomatoes; saute 1 minute., Stir in water and lentils; bring to a boil., Cover, reduce heat, and simmer 35 minutes or until lentils are tender., Stir in lime  juice, cilantro, and salt., Serve 1 cup lentil mixture with 1 cup rice."
457,Macadamia Nut Lemon Squares,49163,Ann Marie F,43M,1H,1H43M,1999-09-10T04:27:00Z,Make and share this Macadamia Nut Lemon Squares recipe from Food.com.,,Bar Cookie,"Dessert, Cookie & Brownie, Fruit, Nuts, Weeknight, Oven, < 4 Hours","1, 1/3, 2, 1, 1/4, 1, 1, 3/4, 3/4, 1 1/2, 1","flour, butter, margarine, eggs, brown sugar, baking powder, vanilla, granola-type cereal, powdered sugar, lemon juice, lemon, rind of",,,234.6,12.2,3.9,33.4,54.3,29.5,1.5,20.5,3.2,,16 squares,"Combine flour and butter and mix until crumbly., Press into greased 8-inch square pan., Bake at 350 degrees F for 16 minutes., In a mixing bowl combine eggs, brown sugar, baking powder and vanilla; beat with an electric mixer for 2 minutes., Stir in 3/4 cup macadamia nuts and cereal., Pour over hot crust and spread evenly., Return to oven and bake 25 minutes or until firm in center when touched., Remove from oven and partially cool., Combine powdered sugar, lemon juice and lemon peel; beat well., 
Spread over macadamia nut crust. Sprinkle with the remaining 1/4 cup macadamia nuts., Cool., Cut into 2-inch squares., Recipe courtesy of Macadamia Nut Festival, Hilo, Big Island HI."
458,Basic Crepes II,1601,Gilcat2,1H,5M,1H5M,1999-09-15T06:34:00Z,Make and share this Basic Crepes II recipe from Food.com.,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/45/8/picSkQTnf.jpg",Breakfast,"Dessert, < 4 Hours, Easy","2, 1, 1 1/4, 2, 1/8","eggs, flour, milk, butter, salt",5,1,100.1,4.5,2.5,52.7,74.6,11,0.3,0.1,3.6,10,,"Combine all ingredients in a blender., Whirl one minute; scrape down and blend 15 seconds more., Refrigerate at least one hour before making crepes., Heat a lightly greased 6 inch skillet; remove from heat., Spoon in 2 Tbsp batter; lift and tilt skillet to spread evenly., Return to heat; brown on one side only., To remove, invert pan over paper toweling., Repeat with remaining batter."
459,Basic Crepes,1601,Gilcat2,1H,5M,1H5M,1999-09-15T06:34:00Z,Make and share this Basic Crepes recipe from Food.com.,,Breakfast,"Dessert, < 15 Mins, Easy","1 1/4, 3, 2, 1 1/2, 1","flour, eggs, butter, milk, salt",4,2,102.3,4.4,2.3,62.2,59.3,11.4,0.3,0.1,3.9,12,,"Place all ingredients in blender container., Blend., Let stand at least one hour before  making crepes., Heat a lightly greased 6 inch skillet; remove from heat., Spoon in 2 Tbsp batter; lift and tilt skillet to spread evenly., Return to heat; brown on one side only., To remove, invert pan over paper toweling., Repeat with remaining batter."
460,Mississippi Mud Pie,1610,B  B Adams,30M,45M,1H15M,1999-08-24T04:55:00Z,Make and share this Mississippi Mud Pie recipe from Food.com.,"https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/46/0/pic2hRNAO.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/46/0/teE5XsANTfWgXKPoZJx4_E20C5448-EEDD-4BE7-8C02-47847A974985.jpeg",Pie,"Dessert, Kid Friendly, Weeknight, Oven, < 4 Hours","1 1/2, 2, 2, 1, 1, 12, 1, 1, 5 1/2, NA","margarine, flour, confectioners' sugar, Cool Whip, cream cheese, instant chocolate pudding mix, instant vanilla pudding, milk, chocolate",4,7,1357.2,84,31,70.3,1341.3,139,4.7,94.2,18.6,8,,"Mix margarine, flour and nuts; pat into a 13 x 9 inch pan., Bake at 350 degrees Fahrenheit for 20 to 30 minutes until lightly browned., First Layer:, Mix confectioners sugar, Cool Whip, and cream cheese until smooth., Spread over cooled crust., Second Layer:, Beat instant chocolate pudding, instant vanilla pudding, and milk until thickened., Careful spread over first layer., Cool until set in refrigerator., Top with remaining Cool Whip., Sprinkle shaved Chocolate on top for decoration., 
Refrigerate or freeze for up to two months."
461,Couscous Cakes With Tomato-Garlic Ragout,1556,Strawberry Girl,1H6M,55M,2H1M,1999-09-04T05:55:00Z,Make and share this Couscous Cakes With Tomato-Garlic Ragout recipe from Food.com.,,Healthy,"Weeknight, < 4 Hours","3, 1, NA, 1 2/3, 3, 1/2, 1/2, 1/4, 1, 1, 3 -4, 10, 1/2, 1/4, NA, NA, 1","water, salt, black pepper, couscous, eggs, unbleached white flour, parsley, blue cheese, olive oil, onion, garlic cloves, plum tomatoes, white wine, water, salt, black pepper, olive oil",4,2,363.4,9.2,2.6,97.2,520.8,53.3,4.6,4.2,13,6,,"Put the water into a saucepan over high heat., When the water comes to a boil, add the salt, pepper, and couscous., Remove the pan from the heat, cover it, and  let it sit undisturbed for 5 minutes., Fluff the couscous by lightly running a  fork or whisk back and forth in the pan, starting with the top layer and  gradually working your way down., In a large bowl, whisk the eggs; slowly whisk in the flour., With a spoon, stir in the parsley and the blue cheese., Add the couscous and chill the batter for 30 minutes., 
SAUCE:, In a medium saucepan, heat 1 Tbsp olive oil; add the onion., Sauté over medium heat for 5 minutes, stirring occasionally., Add the garlic and sauté for 5 minutes more., Add the tomatoes, white wine, and water., Let the ragout simmer for 10 to 15 minutes, until it has the consistency of a thick sauce., Season it with salt and pepper and keep it warm., When the couscous mixture has cooled, heat a large skillet with 1 Tbsp olive oil over medium-high heat., When the oil is hot, drop couscous batter onto the  skillet to form 3-inch cakes., 
Sear them on one side for about 3 minutes, or  until the undersides are golden brown., Flip them with a spatula and sear them on the other side, for about 3 minutes., Remove the cakes to a plate and add more batter to the pan., Continue making cakes until all the couscous batter is used., You should have 3 cakes per person., Serve the cakes hot on top of the warmed tomato-garlic ragout."
462,Galaktoboureko - Greek Custard Pastry,1544,tranch,55M,55M,1H50M,1999-09-07T12:56:00Z,Make and share this Galaktoboureko - Greek Custard Pastry recipe from Food.com.,,Dessert,"Greek, European, Healthy, Weeknight, Oven, < 4 Hours","1, 2, 6, 6, 1/2, 1, 1, 6, 12, 1 1/2, 1","phyllo dough, milk, sugar, fine semolina, butter, vanilla extract, salt, eggs, sugar, water, lemon juice, lemon peel",,,582.9,18.5,9.7,149.7,408.2,92.2,1.5,51.2,12.4,10,,"In a saucepan over medium heat add milk, sugar, semolina, 2 ounces  butter, vanilla, salt and a sliver of lemon peel., Bring to a boil, whisking  constantly, until mixture thickens remove from heat and allow to cool  slightly., Beat eggs in a separate bowl then stir into milk mixture. Set  aside. Preheat oven to 350 degrees., Line a 9 X 13 buttered baking pan with half the sheets of phyllo,  brushing each sheet with the melted butter and allowing the edges to overlap  the sides., Spread custard evenly over phyllo., 
Cover with remaining sheets of  phyllo, brushing each sheet with the melted butter., Trim the edges and fold  in carefully to seal the filling., Brush the top with melted butter and seal  edges with a bit of cold water., Bake 45 minutes or until golden., Meanwhile make the syrup;  In a small saucepan combine the sugar, water, lemon juice and sliver of  lemon peel and boil for 10 minutes., When Galaktoboureko is done and still hot from the oven, spoon syrup over  a little at a time until absorbed by the pastry., 
Cool completely, cut into  diamond shape and serve., NOTES : This is best made the day before it is needed.  It gives the  pastry time to absorb the syrup and the filling to become firm."
